,ID УУ,Адрес,Полный адрес,Округ,UNOM,Группа,№ ОДС,Адрес ОДС,Потребитель (или УК),ЦТП
2241,334579353,"Нижняя Первомайская ул., д. 25","город Москва, Нижняя Первомайская улица, дом 25",ВАО,19277,МКД,ОДС №4-Восточное Измайлово,"город Москва, 11-я Парковая улица, дом 1/89, корпус 1","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/112
2242,193940942,"Нижняя Первомайская ул., д. 29","город Москва, Нижняя Первомайская улица, дом 29",ВАО,19278,МКД,ОДС №4-Восточное Измайлово,"город Москва, 11-я Парковая улица, дом 1/89, корпус 1","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/112
2243,785479417,"Нижняя Первомайская ул., д. 3","город Москва, Нижняя Первомайская улица, дом 3",ВАО,19264,МКД,ОДС №22-Измайлово,"город Москва, Заводской проезд, дом 25","ОАО ""РЭУ-22 РАЙОНА ИЗМАЙЛОВО""",04-05-0604/094
2244,174798997,"Нижняя Первомайская ул., д. 33","город Москва, Нижняя Первомайская улица, дом 33",ВАО,19279,МКД,ОДС №4-Восточное Измайлово,"город Москва, 11-я Парковая улица, дом 1/89, корпус 1","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/161
2245,175269067,"Нижняя Первомайская ул., д. 41","город Москва, Нижняя Первомайская улица, дом 41",ВАО,19280,МКД,ОДС №4-Восточное Измайлово,"город Москва, 11-я Парковая улица, дом 1/89, корпус 1","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/053
2246,379982395,"Нижняя Первомайская ул., д. 42","город Москва, Нижняя Первомайская улица, дом 42",ВАО,19281,МКД,ОДС №4-Восточное Измайлово,"город Москва, 11-я Парковая улица, дом 1/89, корпус 1","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/052
2247,175271610,"Нижняя Первомайская ул., д. 44","город Москва, Нижняя Первомайская улица, дом 44",ВАО,19282,МКД,ОДС №4-Восточное Измайлово,"город Москва, 11-я Парковая улица, дом 1/89, корпус 1","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/052
2248,180767251,"Нижняя Первомайская ул., д. 45","город Москва, Нижняя Первомайская улица, дом 45",ВАО,19283,МКД,ОДС №4-Восточное Измайлово,"город Москва, 11-я Парковая улица, дом 1/89, корпус 1","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/053
2249,175272882,"Нижняя Первомайская ул., д. 46Б","город Москва, Нижняя Первомайская улица, дом 46Б",ВАО,19284,МКД,ОДС №4-Восточное Измайлово,"город Москва, 11-я Парковая улица, дом 1/89, корпус 1","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/052
2250,176805623,"Нижняя Первомайская ул., д. 48/8","город Москва, Нижняя Первомайская улица, дом 48/8",ВАО,31612,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/057
2251,785471220,"Нижняя Первомайская ул., д. 48/9","город Москва, Нижняя Первомайская улица, дом 48/9",ВАО,19286,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/057
2252,785479412,"Нижняя Первомайская ул., д. 5","город Москва, Нижняя Первомайская улица, дом 5",ВАО,19265,МКД,ОДС №22-Измайлово,"город Москва, Заводской проезд, дом 25","ОАО ""РЭУ-22 РАЙОНА ИЗМАЙЛОВО""",04-05-0604/094
2253,785471183,"Нижняя Первомайская ул., д. 50","город Москва, Нижняя Первомайская улица, дом 50",ВАО,31759,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ЖСК ""ИЗМАЙЛОВО - 1""",04-07-0604/057
2254,147135,"Нижняя Первомайская ул., д. 51","город Москва, Нижняя Первомайская улица, дом 51",ВАО,2115707,Бюджет,,,ГБОУ Школа № 1811,04-07-0604/174
2255,176792116,"Нижняя Первомайская ул., д. 53","город Москва, Нижняя Первомайская улица, дом 53",ВАО,19287,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ООО ""РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/174
2256,99004861,"Нижняя Первомайская ул., д. 54","город Москва, Нижняя Первомайская улица, дом 54",ВАО,31982,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/057
2257,176797546,"Нижняя Первомайская ул., д. 56/7","город Москва, Нижняя Первомайская улица, дом 56/7",ВАО,31613,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/057
2258,176703063,"Нижняя Первомайская ул., д. 59","город Москва, Нижняя Первомайская улица, дом 59",ВАО,19289,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ЖСК ""УФА""",04-07-0604/186
2259,176814243,"Нижняя Первомайская ул., д. 62, к. 1","город Москва, Нижняя Первомайская улица, дом 62, корпус 1",ВАО,19290,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/194
2260,785507813,"Нижняя Первомайская ул., д. 63А","город Москва, Нижняя Первомайская улица, дом 63А",ВАО,2138285,Бюджет,,,ОТДЕЛ МВД РОССИИ ПО РАЙОНУ ВОСТОЧНОЕ ИЗМАЙЛОВО Г. МОСКВЫ,04-07-0604/186
2261,152767808,"Нижняя Первомайская ул., д. 64","город Москва, Нижняя Первомайская улица, дом 64",ВАО,19326,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/194
2262,785479804,"Нижняя Первомайская ул., д. 8","город Москва, Нижняя Первомайская улица, дом 8",ВАО,19267,МКД,ОДС №22-Измайлово,"город Москва, Заводской проезд, дом 25","ОАО ""РЭУ-22 РАЙОНА ИЗМАЙЛОВО""",04-05-0604/130
2263,785494715,"Никитинская ул., д. 1, к. 1","город Москва, Никитинская улица, дом 1, корпус 1",ВАО,16157,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/040
2264,1944407904,"Никитинская ул., д. 1, к. 2","город Москва, Никитинская улица, дом 1, корпус 2",ВАО,16158,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/040
2265,1944407907,"Никитинская ул., д. 1, к. 3","город Москва, Никитинская улица, дом 1, корпус 3",ВАО,16159,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/040
2266,1944407927,"Никитинская ул., д. 11","город Москва, Никитинская улица, дом 11",ВАО,16167,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/033
2267,1944407930,"Никитинская ул., д. 12","город Москва, Никитинская улица, дом 12",ВАО,16169,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/011
2268,387579537,"Никитинская ул., д. 14, к. 1","город Москва, Никитинская улица, дом 14, корпус 1",ВАО,16170,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/012
2269,304515251,"Никитинская ул., д. 14, к. 2","город Москва, Никитинская улица, дом 14, корпус 2",ВАО,16171,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/006
2270,785475824,"Никитинская ул., д. 15, к. 2","город Москва, Никитинская улица, дом 15, корпус 2",ВАО,16173,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/033
2271,785477918,"Никитинская ул., д. 15, к. 3","город Москва, Никитинская улица, дом 15, корпус 3",ВАО,16174,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/032
2272,382419116,"Никитинская ул., д. 16, к. 1","город Москва, Никитинская улица, дом 16, корпус 1",ВАО,16175,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/012
2273,304540672,"Никитинская ул., д. 16, к. 2","город Москва, Никитинская улица, дом 16, корпус 2",ВАО,16176,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/006
2274,304532723,"Никитинская ул., д. 16, к. 3","город Москва, Никитинская улица, дом 16, корпус 3",ВАО,16177,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/006
2275,1944407941,"Никитинская ул., д. 17, к. 2","город Москва, Никитинская улица, дом 17, корпус 2",ВАО,16178,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/033
2276,265235556,"Никитинская ул., д. 17, к. 3","город Москва, Никитинская улица, дом 17, корпус 3",ВАО,16179,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/078
2277,233639691,"Никитинская ул., д. 18","город Москва, Никитинская улица, дом 18",ВАО,16180,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/012
2278,1944407910,"Никитинская ул., д. 2","город Москва, Никитинская улица, дом 2",ВАО,16160,МКД,ОДС №8-Измайлово,"город Москва, Верхняя Первомайская улица, дом 23А","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/047
2279,296880824,"Никитинская ул., д. 20","город Москва, Никитинская улица, дом 20",ВАО,16184,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/012
2280,785477860,"Никитинская ул., д. 21, к. 1","город Москва, Никитинская улица, дом 21, корпус 1",ВАО,16185,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/031
2281,1944407962,"Никитинская ул., д. 21, к. 2","город Москва, Никитинская улица, дом 21, корпус 2",ВАО,16186,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/031
2282,785475923,"Никитинская ул., д. 21, к. 3","город Москва, Никитинская улица, дом 21, корпус 3",ВАО,16187,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/031
2283,296874929,"Никитинская ул., д. 22","город Москва, Никитинская улица, дом 22",ВАО,16188,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/012
2284,299269173,"Никитинская ул., д. 24","город Москва, Никитинская улица, дом 24",ВАО,16189,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/012
2285,785496310,"Никитинская ул., д. 25, к. 1","город Москва, Никитинская улица, дом 25, корпус 1",ВАО,16190,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/014
2286,785496611,"Никитинская ул., д. 25, к. 2","город Москва, Никитинская улица, дом 25, корпус 2",ВАО,16191,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/014
2287,785495541,"Никитинская ул., д. 26, к. 1","город Москва, Никитинская улица, дом 26, корпус 1",ВАО,16192,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/012
2288,299186177,"Никитинская ул., д. 26, к. 2","город Москва, Никитинская улица, дом 26, корпус 2",ВАО,16193,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/012
2289,785496094,"Никитинская ул., д. 27, к. 1","город Москва, Никитинская улица, дом 27, корпус 1",ВАО,16194,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/013
2290,785496103,"Никитинская ул., д. 27, к. 2","город Москва, Никитинская улица, дом 27, корпус 2",ВАО,16195,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/013
2291,306306166,"Никитинская ул., д. 27, к. 3","город Москва, Никитинская улица, дом 27, корпус 3",ВАО,16196,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/087
2292,785496154,"Никитинская ул., д. 29","город Москва, Никитинская улица, дом 29",ВАО,16197,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/013
2293,306309218,"Никитинская ул., д. 31","город Москва, Никитинская улица, дом 31",ВАО,16198,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/013
2294,785496083,"Никитинская ул., д. 31, к. 1","город Москва, Никитинская улица, дом 31, корпус 1",ВАО,16199,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/087
2295,785496344,"Никитинская ул., д. 33","город Москва, Никитинская улица, дом 33",ВАО,16200,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/018
2296,785489672,"Никитинская ул., д. 35, к. 1","город Москва, Никитинская улица, дом 35, корпус 1",ВАО,16201,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/018
2297,785489212,"Никитинская ул., д. 35, к. 2","город Москва, Никитинская улица, дом 35, корпус 2",ВАО,16202,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/018
2298,785489233,"Никитинская ул., д. 37","город Москва, Никитинская улица, дом 37",ВАО,16203,МКД,ОДС №15-Северное Измайлово,"город Москва, Никитинская улица, дом 20","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0602/018
2299,785475692,"Никитинская ул., д. 4","город Москва, Никитинская улица, дом 4",ВАО,16161,МКД,ОДС №8-Измайлово,"город Москва, Верхняя Первомайская улица, дом 23А","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/047
2300,1944407918,"Никитинская ул., д. 6","город Москва, Никитинская улица, дом 6",ВАО,16163,МКД,ОДС №8-Измайлово,"город Москва, Верхняя Первомайская улица, дом 23А","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/047
2301,2136956347,"Никитинская ул., д. 7","город Москва, Никитинская улица, дом 7",ВАО,2115890,Бюджет,,,ГБОУ ШКОЛА № 1290,04-05-0602/035
2302,785475746,"Никитинская ул., д. 8, к. 2","город Москва, Никитинская улица, дом 8, корпус 2",ВАО,16165,МКД,ОДС №8-Измайлово,"город Москва, Верхняя Первомайская улица, дом 23А","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/067
2303,785475762,"Никитинская ул., д. 9","город Москва, Никитинская улица, дом 9",ВАО,16166,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/077
2304,785506464,"Новогиреевская ул., д. 10, к. 1","город Москва, Новогиреевская улица, дом 10, корпус 1",ВАО,16449,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/074
2305,390951138,"Новогиреевская ул., д. 10, к. 2","город Москва, Новогиреевская улица, дом 10, корпус 2",ВАО,16450,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/060
2306,785504200,"Новогиреевская ул., д. 10, к. 3","город Москва, Новогиреевская улица, дом 10, корпус 3",ВАО,16451,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/059
2307,785503425,"Новогиреевская ул., д. 12, к. 1","город Москва, Новогиреевская улица, дом 12, корпус 1",ВАО,16453,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/063
2308,785503859,"Новогиреевская ул., д. 12, к. 2","город Москва, Новогиреевская улица, дом 12, корпус 2",ВАО,16454,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/054
2309,465217543,"Новогиреевская ул., д. 12, к. 3","город Москва, Новогиреевская улица, дом 12, корпус 3",ВАО,16455,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/108
2310,390269726,"Новогиреевская ул., д. 13","город Москва, Новогиреевская улица, дом 13",ВАО,16456,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/011
2311,785504067,"Новогиреевская ул., д. 14, к. 1","город Москва, Новогиреевская улица, дом 14, корпус 1",ВАО,16457,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/061
2312,390272037,"Новогиреевская ул., д. 14, к. 2","город Москва, Новогиреевская улица, дом 14, корпус 2",ВАО,16458,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/085
2313,390274158,"Новогиреевская ул., д. 14, к. 3","город Москва, Новогиреевская улица, дом 14, корпус 3",ВАО,16459,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/085
2314,5010,"Новогиреевская ул., д. 15","город Москва, Новогиреевская улица, дом 15",ВАО,16460,МКД,,,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/013
2315,785505754,"Новогиреевская ул., д. 16, к. 1","город Москва, Новогиреевская улица, дом 16, корпус 1",ВАО,16461,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/100
2316,785503344,"Новогиреевская ул., д. 16, к. 2","город Москва, Новогиреевская улица, дом 16, корпус 2",ВАО,16462,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/058
2317,785504082,"Новогиреевская ул., д. 16, к. 3","город Москва, Новогиреевская улица, дом 16, корпус 3",ВАО,16463,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/113
2318,391729293,"Новогиреевская ул., д. 17","город Москва, Новогиреевская улица, дом 17",ВАО,16464,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/013
2319,785504929,"Новогиреевская ул., д. 18/31","город Москва, Новогиреевская улица, дом 18/31",ВАО,16465,МКД,ОДС №4-Перово,"город Москва, 3-я Владимирская улица, дом 3, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/069
2320,391749135,"Новогиреевская ул., д. 19/2","город Москва, Новогиреевская улица, дом 19/2",ВАО,16466,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/006
2321,179593058,"Новогиреевская ул., д. 20/34, к. 1","город Москва, Новогиреевская улица, дом 20/34, корпус 1",ВАО,16467,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/003
2322,508873838,"Новогиреевская ул., д. 20/34, к. 2","город Москва, Новогиреевская улица, дом 20/34, корпус 2",ВАО,16488,Бюджет,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1",ГБУЗ Аптека №35   ДЗМ,04-03-0223/003
2323,130831584,"Новогиреевская ул., д. 20/34, к. 2","город Москва, Новогиреевская улица, дом 20/34, корпус 2",ВАО,16488,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/003
2324,391771937,"Новогиреевская ул., д. 20/34, к. 3","город Москва, Новогиреевская улица, дом 20/34, корпус 3",ВАО,16468,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/003
2325,392134947,"Новогиреевская ул., д. 21","город Москва, Новогиреевская улица, дом 21",ВАО,16470,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/006
2326,134125789,"Новогиреевская ул., д. 22","город Москва, Новогиреевская улица, дом 22",ВАО,16471,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/003
2327,155384,"Новогиреевская ул., д. 22А","город Москва, Новогиреевская улица, дом 22А",ВАО,2122225,Бюджет,,,ГБОУ Школа № 1637,04-03-0223/003
2328,392112802,"Новогиреевская ул., д. 23","город Москва, Новогиреевская улица, дом 23",ВАО,16472,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/006
2329,785504269,"Новогиреевская ул., д. 24, к. 1","город Москва, Новогиреевская улица, дом 24, корпус 1",ВАО,250008,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/024
2330,393059354,"Новогиреевская ул., д. 24, к. 3","город Москва, Новогиреевская улица, дом 24, корпус 3",ВАО,16475,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/018
2331,393090438,"Новогиреевская ул., д. 24, к. 4","город Москва, Новогиреевская улица, дом 24, корпус 4",ВАО,16476,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/018
2332,392124943,"Новогиреевская ул., д. 25","город Москва, Новогиреевская улица, дом 25",ВАО,16478,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/006
2333,5011,"Новогиреевская ул., д. 28","город Москва, Новогиреевская улица, дом 28",ВАО,65091,МКД,,,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/046
2334,391718684,"Новогиреевская ул., д. 29, к. 1","город Москва, Новогиреевская улица, дом 29, корпус 1",ВАО,31601,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/026
2335,391705198,"Новогиреевская ул., д. 29, к. 2","город Москва, Новогиреевская улица, дом 29, корпус 2",ВАО,16482,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/006
